# File Name: HZ22_FEC_Crypto_Plate1.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 1 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 2721220100840
# Instrument Serial Number: 2721220100840
# Heated Cover Serial Number: 
# Block Serial Number: 
# Run Start Date/Time: 2022-09-25 07:33:16 AM UTC
# Run End Date/Time: 2022-09-25 08:34:01 AM UTC
# Run Duration: 60 minutes 45 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Quantification Cycle Method: CT
# Analysis Date/Time: 2022-09-25 12:02:04 PM UTC
# Software Name and Version: Design & Analysis Software v2.6.2
# Plugin Name and Version: Primary Analysis v1.7.0, Standard Curve v1.6.0
# Exported By: guest
# Exported On: 2022-09-25 12:02:25 PM UTC
"Well","Well Position","Cycle Number","X1_M1","X2_M2","X4_M4"
"75","G3","3","264787.03","52494.527","249208.25"
"76","G4","3","310995.22","59791.465","285435.88"
"77","G5","3","302272.44","58993.02","278107.12"
"78","G6","3","245650.17","52443.21","258498.6"
"79","G7","3","287965.8","58248.96","298107.4"
"80","G8","3","313617.16","60370.375","292568.94"
"81","G9","3","280058.56","53981.543","265756.84"
"82","G10","3","287452.88","59575.273","294951.7"
"83","G11","3","282590.62","58772.22","270767.6"
"84","G12","3","256568.3","54710.75","227042.2"
"85","H1","3","358973.16","77584.9","298886.25"
"86","H2","3","326231.47","67125.67","277575.28"
"87","H3","3","287460.88","56015.8","240808.97"
"88","H4","3","329840.16","66307.84","296325.2"
"89","H5","3","345354.2","64288.44","285782.62"
"90","H6","3","262415.2","51866.79","249153.42"
"91","H7","3","330781.6","65148.883","309884.66"
"92","H8","3","349005.4","66824.41","305618.94"
"93","H9","3","287277.56","56782.12","260455.97"
"94","H10","3","303284.62","63874.957","301577.0"
"95","H11","3","300002.66","64133.434","269496.8"
"96","H12","3","267092.7","59904.02","253599.9"
"1","A1","4","348666.25","71711.086","300833.84"
"2","A2","4","341194.75","65773.34","279284.9"
"3","A3","4","306136.9","60711.83","266573.7"
"4","A4","4","386225.25","74984.06","364245.4"
"5","A5","4","313476.03","57527.145","278771.22"
"6","A6","4","366786.6","66661.914","328934.34"
"7","A7","4","339106.7","63446.375","296906.88"
"8","A8","4","332097.22","65295.883","322311.75"
"9","A9","4","299950.16","60476.53","290630.72"
"10","A10","4","335317.53","67060.23","292020.7"
"11","A11","4","299703.72","62729.492","265752.94"
"12","A12","4","288878.47","60893.418","234043.36"
"13","B1","4","316214.66","63457.01","272528.0"
"14","B2","4","300056.3","59073.918","283731.6"
"15","B3","4","258352.84","52235.234","245480.75"
"16","B4","4","337422.75","63707.082","302940.4"
"17","B5","4","334050.6","62832.465","317037.38"
"18","B6","4","296366.78","54183.797","276914.5"
"19","B7","4","310215.53","60809.668","305946.47"
"20","B8","4","304616.53","59006.125","296777.7"
"21","B9","4","236660.22","53676.492","262567.16"
"22","B10","4","260989.3","55309.375","273613.1"
"23","B11","4","254545.23","54804.973","251741.12"
"24","B12","4","252843.95","52038.008","216822.16"
"25","C1","4","329207.8","62376.406","285977.16"
"26","C2","4","319052.6","61170.188","287703.47"
"27","C3","4","272962.8","49923.797","251710.86"
"28","C4","4","323876.75","61213.246","306289.12"
"29","C5","4","323100.75","60149.523","299214.84"
"30","C6","4","291711.84","50719.977","263831.75"
"31","C7","4","321584.06","59512.836","314524.75"
"32","C8","4","288009.84","55611.387","302209.22"
"33","C9","4","237591.14","51559.535","270821.8"
"34","C10","4","277252.2","56666.53","291048.3"
"35","C11","4","308946.6","60077.65","277072.38"
"36","C12","4","217325.27","50722.36","225287.39"
"37","D1","4","353239.25","68087.016","305079.72"
"38","D2","4","321642.1","60719.676","282500.44"
"39","D3","4","326300.28","56871.336","257611.12"
"40","D4","4","313450.47","58968.79","293284.7"
"41","D5","4","308254.88","57197.08","297619.9"
"42","D6","4","280326.0","50683.63","271549.12"
"43","D7","4","300524.6","58691.766","316088.0"
"44","D8","4","285010.38","55329.41","307108.94"
"45","D9","4","268232.4","53274.457","279472.47"
"46","D10","4","280397.8","57642.094","287586.03"
"47","D11","4","249753.39","50528.844","248545.2"
"48","D12","4","254615.89","51264.348","220327.66"
"49","E1","4","369566.6","73260.33","310175.0"
"50","E2","4","339428.3","62643.93","284257.12"
"51","E3","4","268836.47","51852.57","250601.1"
"52","E4","4","297830.03","55696.99","278831.8"
"53","E5","4","284547.2","52523.285","270805.75"
"54","E6","4","300311.5","54852.64","289165.53"
"55","E7","4","310434.62","61401.246","323752.88"
"56","E8","4","302985.3","57740.387","309623.34"
"57","E9","4","254481.14","48512.94","249248.28"
"58","E10","4","291032.38","59980.91","295589.88"
"59","E11","4","286629.47","58330.22","277111.44"
"60","E12","4","277232.6","57320.79","248865.45"
"61","F1","4","379255.5","73081.46","308217.8"
"62","F2","4","339689.38","63182.12","281174.16"
"63","F3","4","280459.75","53004.87","247605.98"
"64","F4","4","337061.2","62230.13","311225.5"
"65","F5","4","272389.6","59802.875","355721.22"
"66","F6","4","268578.06","52514.71","271997.78"
"67","F7","4","306131.94","62031.668","317771.0"
"68","F8","4","283179.0","57608.844","308277.03"
"69","F9","4","257506.84","50170.703","255774.5"
"70","F10","4","286846.12","57944.094","287439.0"
"71","F11","4","292506.3","58114.77","273239.06"
"72","F12","4","259191.33","55391.984","246651.69"
"73","G1","4","355372.5","71452.56","299992.22"
"74","G2","4","321111.44","64333.29","277808.1"
"75","G3","4","264185.94","53293.41","249025.61"
"76","G4","4","310860.75","60094.957","285677.28"
"77","G5","4","300406.84","58612.88","278818.97"
"78","G6","4","247609.27","52295.08","259234.89"
"79","G7","4","290105.75","58313.008","299138.2"
"80","G8","4","313585.62","59961.992","292990.7"
"81","G9","4","283803.3","53266.41","266061.53"
"82","G10","4","290613.94","60055.727","296459.6"
"83","G11","4","280284.38","58561.816","270301.12"
"84","G12","4","258902.3","54753.8","227876.22"
"85","H1","4","354704.84","77295.93","300449.84"
"86","H2","4","324250.8","65726.32","278918.8"
"87","H3","4","287271.94","56426.43","241602.62"
"88","H4","4","330594.94","66894.78","297657.66"
"89","H5","4","346590.75","63104.94","286757.22"
"90","H6","4","264889.06","51866.613","249286.3"
"91","H7","4","330439.38","64548.156","310847.75"
"92","H8","4","350688.12","66739.734","307175.38"
"93","H9","4","286200.84","56469.246","261638.98"
"94","H10","4","302168.0","63308.99","301891.28"
"95","H11","4","301836.88","62073.355","270707.88"
"96","H12","4","263564.75","60066.71","255126.45"
"1","A1","5","355758.6","72906.78","301548.97"
"2","A2","5","341646.5","65780.58","280073.62"
"3","A3","5","307683.47","61653.33","267854.34"
"4","A4","5","390374.94","75967.5","364658.38"
"5","A5","5","317897.2","58330.234","279587.44"
"6","A6","5","368098.06","66211.016","328923.28"
"7","A7","5","344488.53","63394.355","297188.7"
"8","A8","5","336954.47","65352.844","322937.6"
"9","A9","5","305744.88","60830.97","291540.25"
"10","A10","5","335178.03","65689.58","292614.72"
"11","A11","5","299430.06","62422.562","266013.6"
"12","A12","5","291593.12","59591.113","234244.22"
"13","B1","5","315596.34","64244.95","271744.0"
"14","B2","5","300479.0","60322.57","283326.88"
"15","B3","5","259352.44","51676.074","246113.06"
"16","B4","5","338563.22","63473.797","303601.1"
"17","B5","5","335435.88","62603.414","317987.75"
"18","B6","5","294858.28","55356.312","275892.12"
"19","B7","5","312462.8","60472.273","305901.8"
"20","B8","5","303114.84","58729.88","297948.22"
"21","B9","5","237500.45","53978.86","263704.03"
"22","B10","5","261485.72","55391.574","274712.28"
"23","B11","5","252771.67","55056.44","251261.23"
"24","B12","5","251074.86","51471.297","216310.48"
"25","C1","5","328726.7","63053.258","286027.9"
"26","C2","5","321199.9","62084.13","288341.5"
"27","C3","5","272927.28","50489.996","252227.14"
"28","C4","5","325221.84","61908.074","305823.84"
"29","C5","5","321572.0","59560.848","299853.12"
"30","C6","5","288044.75","52400.45","263956.94"
"31","C7","5","324761.4","60469.625","315145.78"
"32","C8","5","294870.66","57340.746","309865.22"
"33","C9","5","238902.42","51737.215","270990.44"
"34","C10","5","275936.44","56724.004","292732.94"
"35","C11","5","306957.78","61031.68","277284.03"
"36","C12","5","214923.6","50482.92","225607.58"
"37","D1","5","351335.34","70145.11","303798.7"
"38","D2","5","324090.78","61455.504","282578.66"
"39","D3","5","326515.47","56143.195","257954.06"
"40","D4","5","314799.38","59129.582","293440.47"
"41","D5","5","306963.38","57475.273","296698.75"
"42","D6","5","279786.62","51129.5","271733.06"
"43","D7","5","302788.16","59194.08","315701.62"
"44","D8","5","293831.3","55332.695","307152.34"
"45","D9","5","269455.84","53712.43","280130.03"
"46","D10","5","283372.9","57845.332","287834.56"
"47","D11","5","254878.3","52028.312","249089.89"
"48","D12","5","256424.16","50802.07","220307.39"
"49","E1","5","369192.16","73615.69","310552.75"
